case_id,scenario,n_affected,lag,vis_condition,true_root,pred_root,root_correct,true_onset,pred_onset,onset_abs_error,model_confidence,model_reason,parse_status
NA3_LAG10_008_overlay,NA3_LAG10,3.0,10.0,overlay,1,2,False,100.0,100.0,0.0,0.95,"Channel 2 shows a sudden drop at time step 100, which is not present in other channels initially. Channels 1, 3, 4, and 5 show deviations following this event, indicating they are affected. Channel 6 remains consistent with its pattern.",OK
NA3_LAG10_008_subplot,NA3_LAG10,3.0,10.0,subplot,1,2,False,100.0,100.0,0.0,0.95,"Channel 2 shows a sudden drop at time step 100, which is not present in other channels. This suggests it is the root cause, with no other channels affected.",OK
NA3_LAG10_009_overlay,NA3_LAG10,3.0,10.0,overlay,2,3,False,100.0,100.0,0.0,0.95,"Channel 3 shows a clear deviation from the sinusoidal pattern starting around time step 100, influencing other channels. Channel 5 remains unaffected, maintaining its pattern.",OK
NA3_LAG10_009_subplot,NA3_LAG10,3.0,10.0,subplot,2,5,False,100.0,0.0,100.0,0.85,"Channel 5 shows a flat pattern from the start, deviating from the sinusoidal pattern of others. Channels 3 and 4 show a gradual deviation, suggesting influence. Channels 1, 2, and 6 maintain their patterns.",OK
NA3_LAG10_010_overlay,NA3_LAG10,3.0,10.0,overlay,2,6,False,100.0,100.0,0.0,0.95,"Channel 6 shows a distinct deviation from the others starting around time step 100, suggesting it as the root cause. Channels 1, 2, 3, and 5 show changes in behavior following this, while channel 4 remains unaffected.",OK
NA3_LAG10_010_subplot,NA3_LAG10,3.0,10.0,subplot,2,4,False,100.0,0.0,100.0,0.85,"Channel 4 shows a deviation from a smooth sinusoidal pattern starting from the beginning, suggesting it as the root cause. Channels 2 and 3 show similar deviations, indicating they are affected. Channels 1, 5, and 6 maintain a consistent pattern.",OK
NA3_LAG10_011_overlay,NA3_LAG10,3.0,10.0,overlay,6,1,False,100.0,150.0,50.0,0.95,"Channel 1 shows a significant deviation from its pattern starting around time step 150, which seems to influence channels 3, 4, 5, and 6. Channel 2 remains unaffected, maintaining its original pattern.",OK
NA3_LAG10_011_subplot,NA3_LAG10,3.0,10.0,subplot,6,1,False,100.0,100.0,0.0,0.95,"Channel 1 shows a distinct anomaly starting at time step 100, with a sharp drop. Channels 3, 4, and 6 show subsequent deviations, suggesting they are affected. Channels 2 and 5 maintain their patterns.",OK
NA3_LAG10_012_overlay,NA3_LAG10,3.0,10.0,overlay,3,3,True,100.0,150.0,50.0,0.95,"Channel 3 deviates significantly from the others around time step 150, suggesting it as the root cause. Channels 5 and 6 show subsequent deviations, indicating they are affected. Channels 1, 2, and 4 remain consistent with their patterns.",OK
NA3_LAG10_012_subplot,NA3_LAG10,3.0,10.0,subplot,3,none,False,100.0,,,0.95,All channels exhibit a consistent sinusoidal pattern with no visible anomalies or deviations from their expected behavior.,OK
NA3_LAG10_013_overlay,NA3_LAG10,3.0,10.0,overlay,3,1,False,100.0,150.0,50.0,0.95,"Channel 1 shows a sudden deviation from its sinusoidal pattern around time step 150, which is followed by similar deviations in all other channels. This suggests that channel 1 is the root cause, affecting the others.",OK
NA3_LAG10_013_subplot,NA3_LAG10,3.0,10.0,subplot,3,4,False,100.0,100.0,0.0,0.95,"Channel 4 shows a sudden drop at time step 100, indicating an anomaly. Other channels maintain their normal sinusoidal patterns without any noticeable changes.",OK
NA3_LAG10_014_overlay,NA3_LAG10,3.0,10.0,overlay,4,6,False,100.0,150.0,50.0,0.95,"Channel 6 deviates from the sinusoidal pattern around time step 150, maintaining a flat trend. Channel 5 shows a delayed response, diverging slightly from its pattern. Other channels remain consistent.",OK
NA3_LAG10_014_subplot,NA3_LAG10,3.0,10.0,subplot,4,4,True,100.0,150.0,50.0,0.85,"Channel 4 shows a deviation from its normal pattern starting around time step 150, with a noticeable upward trend. Channels 2 and 5 also show changes in their patterns after this point, suggesting they are affected. Channels 1, 3, and 6 maintain their regular patterns.",OK
NA3_LAG10_015_overlay,NA3_LAG10,3.0,10.0,overlay,1,3,False,100.0,100.0,0.0,0.95,"Channel 3 deviates significantly from the others starting around time step 100, showing a flat pattern while others continue oscillating. This suggests it is the root cause, affecting all other channels.",OK
NA3_LAG10_015_subplot,NA3_LAG10,3.0,10.0,subplot,1,none,False,100.0,,,0.95,All channels exhibit a consistent sinusoidal pattern with no visible anomalies or deviations from their expected behavior.,OK
NA3_LAG10_016_overlay,NA3_LAG10,3.0,10.0,overlay,1,3,False,100.0,100.0,0.0,0.95,"Channel 3 deviates from the sinusoidal pattern around time step 100, maintaining a flat trend. Channels 4, 5, and 6 show deviations after this point, while channels 1 and 2 continue their normal pattern.",OK
NA3_LAG10_016_subplot,NA3_LAG10,3.0,10.0,subplot,1,3,False,100.0,0.0,100.0,0.85,"Channel 3 shows a flat pattern throughout, differing from the sinusoidal patterns of other channels. Channels 1, 4, and 5 show deviations from their expected patterns, suggesting they are affected. Channels 2 and 6 maintain their sinusoidal patterns, indicating they are unaffected.",OK
NA3_LAG10_017_overlay,NA3_LAG10,3.0,10.0,overlay,5,3,False,100.0,100.0,0.0,0.95,"Channel 3 shows a distinct deviation from the others starting around time step 100, with a larger amplitude. Channels 1, 2, 4, and 6 follow this pattern, indicating they are affected. Channel 5 remains unchanged.",OK
NA3_LAG10_017_subplot,NA3_LAG10,3.0,10.0,subplot,5,3,False,100.0,100.0,0.0,0.95,"Channel 3 shows a distinct anomaly starting around time step 100, with a noticeable deviation from its sinusoidal pattern. Channels 1, 2, 4, and 6 also show changes in their patterns, suggesting they are affected. Channel 5 remains stable throughout.",OK
NA3_LAG10_018_overlay,NA3_LAG10,3.0,10.0,overlay,2,4,False,100.0,100.0,0.0,0.95,"Channel 4 deviates from the sinusoidal pattern around time step 100, maintaining a flat trend while others continue oscillating. This suggests it is the root cause, affecting all other channels.",OK
NA3_LAG10_018_subplot,NA3_LAG10,3.0,10.0,subplot,2,3,False,100.0,100.0,0.0,0.9,"Channel 3 shows a deviation from its sinusoidal pattern starting around time step 100, which is followed by changes in channels 4 and 5. Channels 1, 2, and 6 maintain their patterns.",OK
NA3_LAG10_019_overlay,NA3_LAG10,3.0,10.0,overlay,2,4,False,100.0,150.0,50.0,0.95,"Channel 4 deviates significantly from the others around time step 150, leading to changes in channels 3, 5, and 6. Channels 1 and 2 maintain their patterns.",OK
NA3_LAG10_019_subplot,NA3_LAG10,3.0,10.0,subplot,2,none,False,100.0,,,0.95,All channels exhibit consistent sinusoidal patterns without any noticeable anomalies or deviations. There is no indication of a root cause or affected channels.,OK
NA3_LAG10_020_overlay,NA3_LAG10,3.0,10.0,overlay,2,3,False,100.0,0.0,100.0,0.95,"Channel 3 remains constant while others follow a sinusoidal pattern, indicating it is the anomaly. All other channels are affected as they deviate from the expected pattern.",OK
NA3_LAG10_020_subplot,NA3_LAG10,3.0,10.0,subplot,2,3,False,100.0,0.0,100.0,0.85,"Channel 3 shows a flat pattern with noise, differing from the sinusoidal patterns of other channels. Channels 1, 2, and 5 show increased noise, suggesting influence. Channels 4 and 6 maintain their patterns.",OK
NA3_LAG10_021_overlay,NA3_LAG10,3.0,10.0,overlay,4,6,False,100.0,100.0,0.0,0.95,"Channel 6 deviates significantly from the others starting around time step 100, with a larger amplitude. The other channels show a similar pattern but with smaller deviations, suggesting they are affected by the anomaly in channel 6.",OK
NA3_LAG10_021_subplot,NA3_LAG10,3.0,10.0,subplot,4,none,False,100.0,,,0.95,All channels exhibit consistent sinusoidal patterns without any noticeable anomalies or deviations.,OK
NA3_LAG10_022_overlay,NA3_LAG10,3.0,10.0,overlay,2,4,False,100.0,100.0,0.0,0.95,"Channel 4 deviates from its sinusoidal pattern around time step 100, maintaining a flat trend. Channels 1, 2, 3, and 5 show altered patterns following this change, suggesting they are affected. Channel 6 remains consistent with its original pattern.",OK
NA3_LAG10_022_subplot,NA3_LAG10,3.0,10.0,subplot,2,5,False,100.0,100.0,0.0,0.95,"Channel 5 shows a significant deviation from its sinusoidal pattern starting around time step 100, which appears to influence all other channels. The other channels show increased noise or deviation following this point.",OK
NA3_LAG10_023_overlay,NA3_LAG10,3.0,10.0,overlay,4,4,True,100.0,100.0,0.0,0.95,"Channel 4 becomes constant around time step 100, affecting the other channels which deviate from their normal patterns. All channels show some form of anomaly after this point.",OK
NA3_LAG10_023_subplot,NA3_LAG10,3.0,10.0,subplot,4,2,False,100.0,100.0,0.0,0.95,"Channel 2 shows a sudden drop at time step 100, which is not present in other channels initially. Channel 3 shows a delayed response, indicating it is affected. Channels 1, 4, 5, and 6 maintain their patterns.",OK
NA3_LAG10_024_overlay,NA3_LAG10,3.0,10.0,overlay,1,,,100.0,,,,invalid_or_missing_affected_channels,PARSE_ERROR
NA3_LAG10_024_subplot,NA3_LAG10,3.0,10.0,subplot,1,1,True,100.0,0.0,100.0,0.9,"Channel 1 shows a flat pattern, deviating from the sinusoidal pattern of other channels, indicating an anomaly. Channels 2, 4, 5, and 6 show irregularities likely influenced by Channel 1. Channel 3 maintains a consistent sinusoidal pattern.",OK
NA3_LAG10_025_overlay,NA3_LAG10,3.0,10.0,overlay,4,3,False,100.0,100.0,0.0,0.95,"Channel 3 deviates significantly from the others around time step 100, showing a distinct pattern. Channels 1 and 5 also show deviations, likely influenced by channel 3. Channels 2, 4, and 6 maintain their patterns.",OK
NA3_LAG10_025_subplot,NA3_LAG10,3.0,10.0,subplot,4,2,False,100.0,0.0,100.0,0.95,"Channel 2 shows a flat pattern throughout, indicating an anomaly from the start. Channels 1, 4, and 6 show deviations from their expected sinusoidal patterns, suggesting they are affected. Channels 3 and 5 maintain their sinusoidal patterns, indicating they are unaffected.",OK
NA3_LAG10_026_overlay,NA3_LAG10,3.0,10.0,overlay,6,4,False,100.0,150.0,50.0,0.95,"Channel 4 deviates significantly from the others starting around time step 150, suggesting it as the root cause. Channels 1, 2, 3, and 5 show deviations following this point, while channel 6 remains unaffected.",OK
NA3_LAG10_026_subplot,NA3_LAG10,3.0,10.0,subplot,6,6,True,100.0,0.0,100.0,0.95,"Channel 6 shows a flat pattern from the beginning, indicating an anomaly. Channels 1, 2, and 4 show deviations from their sinusoidal patterns, likely influenced by Channel 6. Channels 3 and 5 maintain their normal patterns.",OK
NA3_LAG10_027_overlay,NA3_LAG10,3.0,10.0,overlay,2,2,True,100.0,100.0,0.0,0.9,"Channel 2 shows a deviation from the normal pattern starting around time step 100, with channels 3, 5, and 6 showing subsequent changes. Channels 1 and 4 maintain their patterns.",OK
NA3_LAG10_027_subplot,NA3_LAG10,3.0,10.0,subplot,2,4,False,100.0,100.0,0.0,0.85,"Channel 4 shows a deviation from its normal pattern starting around time step 100, which is followed by similar deviations in channels 1, 2, and 5. Channels 3 and 6 maintain their regular patterns throughout.",OK
NA3_LAG10_028_overlay,NA3_LAG10,3.0,10.0,overlay,6,2,False,100.0,100.0,0.0,0.95,"Channel 2 deviates from the sinusoidal pattern around time step 100, becoming flat and erratic. Other channels show changes in their patterns after this point, indicating they are affected.",OK
NA3_LAG10_028_subplot,NA3_LAG10,3.0,10.0,subplot,6,5,False,100.0,100.0,0.0,0.95,"Channel 5 shows a distinct anomaly starting at time step 100, with a sudden deviation from its sinusoidal pattern. Other channels maintain their normal patterns.",OK
NA3_LAG10_029_overlay,NA3_LAG10,3.0,10.0,overlay,5,4,False,100.0,100.0,0.0,0.95,"Channel 4 shows a sharp deviation at time step 100, which is not present in other channels initially. Channel 5 shows a delayed response, while others remain unaffected.",OK
NA3_LAG10_029_subplot,NA3_LAG10,3.0,10.0,subplot,5,2,False,100.0,100.0,0.0,0.95,"Channel 2 shows a sudden drop at time step 100, which is not present in other channels initially. Channel 4 shows a similar drop shortly after, indicating it may be affected. Other channels remain unaffected.",OK
NA3_LAG50_000_overlay,NA3_LAG50,3.0,50.0,overlay,2,5,False,100.0,150.0,50.0,0.95,"Channel 5 shows a significant deviation starting around time step 150, which is followed by changes in channels 1, 2, 3, and 4. Channel 6 remains unaffected, maintaining its pattern.",OK
NA3_LAG50_000_subplot,NA3_LAG50,3.0,50.0,subplot,2,5,False,100.0,0.0,100.0,0.95,"Channel 5 shows a distinct anomaly with a different pattern compared to the others, which maintain a sinusoidal shape. This suggests it is the root cause, affecting all other channels.",OK
NA3_LAG50_001_overlay,NA3_LAG50,3.0,50.0,overlay,1,1,True,100.0,150.0,50.0,0.95,"Channel 1 shows a deviation from the normal pattern starting around time step 150, with other channels following suit shortly after. This suggests channel 1 is the root cause, influencing the others.",OK
NA3_LAG50_001_subplot,NA3_LAG50,3.0,50.0,subplot,1,none,False,100.0,,,0.95,All channels exhibit normal sinusoidal patterns without any visible anomalies or deviations.,OK
NA3_LAG50_002_overlay,NA3_LAG50,3.0,50.0,overlay,2,2,True,100.0,0.0,100.0,0.95,"Channel 2 deviates from the sinusoidal pattern seen in other channels, maintaining a flat line throughout. This suggests it is the root cause of any anomaly. Other channels continue their normal sinusoidal behavior.",OK
NA3_LAG50_002_subplot,NA3_LAG50,3.0,50.0,subplot,2,2,True,100.0,0.0,100.0,0.95,"Channel 2 shows a flat pattern throughout, deviating from the sinusoidal pattern seen in other channels. Channels 4 and 5 also deviate from their expected patterns, suggesting they are affected. Channels 1, 3, and 6 maintain their sinusoidal patterns.",OK
NA3_LAG50_003_overlay,NA3_LAG50,3.0,50.0,overlay,2,5,False,100.0,150.0,50.0,0.95,"Channel 5 deviates from the sinusoidal pattern around time step 150, influencing channels 1, 2, 4, and 6. Channel 3 maintains its pattern, unaffected by the anomaly.",OK
NA3_LAG50_003_subplot,NA3_LAG50,3.0,50.0,subplot,2,4,False,100.0,200.0,100.0,0.85,"Channel 4 shows a deviation from its normal pattern starting around time step 200, which is followed by changes in channels 1 and 5. Channels 2, 3, and 6 maintain their regular patterns.",OK
NA3_LAG50_004_overlay,NA3_LAG50,3.0,50.0,overlay,1,4,False,100.0,150.0,50.0,0.9,"Channel 4 becomes constant around time step 150, while others deviate from their sinusoidal patterns shortly after, indicating a potential influence.",OK
NA3_LAG50_004_subplot,NA3_LAG50,3.0,50.0,subplot,1,4,False,100.0,0.0,100.0,0.95,"Channel 4 shows a flat pattern throughout, deviating from the sinusoidal pattern seen in other channels. Channels 1, 2, 3, and 5 show increased noise, suggesting they are affected. Channel 6 maintains a consistent pattern, indicating it is unaffected.",OK
NA3_LAG50_005_overlay,NA3_LAG50,3.0,50.0,overlay,5,5,True,100.0,100.0,0.0,0.95,"Channel 5 shows a distinct deviation from the others starting around time step 100, with a higher peak. Channels 1, 2, 4, and 6 follow this pattern, indicating they are affected. Channel 3 remains consistent with its original pattern.",OK
NA3_LAG50_005_subplot,NA3_LAG50,3.0,50.0,subplot,5,none,False,100.0,,,0.95,All channels exhibit normal sinusoidal patterns with no visible anomalies or deviations. There is no indication of any channel influencing others anomalously.,OK
NA3_LAG50_006_overlay,NA3_LAG50,3.0,50.0,overlay,6,5,False,100.0,150.0,50.0,0.95,"Channel 5 shows a significant deviation starting around time step 150, which is followed by changes in channels 1, 2, 3, and 4. Channel 6 remains unaffected throughout.",OK
NA3_LAG50_006_subplot,NA3_LAG50,3.0,50.0,subplot,6,4,False,100.0,0.0,100.0,0.85,"Channel 4 shows a distinct anomaly with a higher amplitude starting from the beginning. Channels 2 and 6 show deviations that could be influenced by Channel 4. Channels 1, 3, and 5 maintain a consistent pattern.",OK
NA3_LAG50_007_overlay,NA3_LAG50,3.0,50.0,overlay,4,4,True,100.0,0.0,100.0,0.95,"Channel 4 shows a consistent flat pattern, deviating from the sinusoidal pattern of other channels, indicating it as the root cause. Channels 1, 2, 5, and 6 follow a similar sinusoidal pattern, suggesting they are affected. Channel 3 remains unaffected.",OK
NA3_LAG50_007_subplot,NA3_LAG50,3.0,50.0,subplot,4,3,False,100.0,0.0,100.0,0.95,"Channel 3 shows a flat, noisy pattern throughout, unlike the sinusoidal patterns of the other channels. This suggests an anomaly in Channel 3 from the start.",OK
NA3_LAG50_008_overlay,NA3_LAG50,3.0,50.0,overlay,6,6,True,100.0,150.0,50.0,0.95,"Channel 6 deviates significantly from the others starting around time step 150, while the other channels maintain a similar pattern throughout.",OK
NA3_LAG50_008_subplot,NA3_LAG50,3.0,50.0,subplot,6,none,False,100.0,,,0.95,All channels exhibit normal sinusoidal patterns with no visible anomalies or deviations from their expected behavior.,OK
NA3_LAG50_009_overlay,NA3_LAG50,3.0,50.0,overlay,4,4,True,100.0,150.0,50.0,0.95,"Channel 4 deviates from the sinusoidal pattern around time step 150, becoming flat. Channels 1, 2, 5, and 6 show changes in their patterns after this point, while channel 3 remains unaffected.",OK
NA3_LAG50_009_subplot,NA3_LAG50,3.0,50.0,subplot,4,3,False,100.0,100.0,0.0,0.95,"Channel 3 shows a clear deviation from its pattern starting around time step 100, which is followed by a similar deviation in Channel 4. Channels 1, 2, 5, and 6 maintain their periodic patterns throughout.",OK
NA3_LAG50_010_overlay,NA3_LAG50,3.0,50.0,overlay,1,1,True,100.0,150.0,50.0,0.95,"Channel 1 deviates from the sinusoidal pattern around time step 150, becoming erratic. Channels 2, 3, 5, and 6 follow this deviation, while channel 4 maintains its pattern.",OK
NA3_LAG50_010_subplot,NA3_LAG50,3.0,50.0,subplot,1,1,True,100.0,100.0,0.0,0.95,"Channel 1 shows a clear deviation from its sinusoidal pattern starting around time step 100, becoming flat. Channel 4 also shows a similar pattern change, suggesting it is affected. Other channels maintain their sinusoidal patterns.",OK
NA3_LAG50_011_overlay,NA3_LAG50,3.0,50.0,overlay,5,4,False,100.0,150.0,50.0,0.95,"Channel 4 deviates significantly from the others starting around time step 150, showing a distinct pattern. Channels 1 and 3 also show deviations, likely influenced by channel 4. Channels 2, 5, and 6 maintain their normal patterns.",OK
NA3_LAG50_011_subplot,NA3_LAG50,3.0,50.0,subplot,5,5,True,100.0,0.0,100.0,0.9,"Channel 5 shows a flat pattern throughout, deviating from the sinusoidal pattern seen in other channels. Channels 2 and 3 show increased noise, possibly influenced by Channel 5. Channels 1, 4, and 6 maintain their normal sinusoidal patterns.",OK
NA3_LAG50_012_overlay,NA3_LAG50,3.0,50.0,overlay,3,5,False,100.0,200.0,100.0,0.95,"Channel 5 deviates significantly from the others starting around time step 200, indicating an anomaly. The other channels maintain their normal pattern.",OK
NA3_LAG50_012_subplot,NA3_LAG50,3.0,50.0,subplot,3,2,False,100.0,200.0,100.0,0.85,"Channel 2 shows a deviation from its pattern starting around time step 200, which is followed by changes in channels 1, 4, and 5. Channels 3 and 6 maintain their patterns.",OK
NA3_LAG50_013_overlay,NA3_LAG50,3.0,50.0,overlay,1,3,False,100.0,200.0,100.0,0.95,"Channel 3 shows a significant deviation from the others starting around time step 200, indicating it as the root cause. All other channels show some form of deviation following this point, suggesting they are affected.",OK
NA3_LAG50_013_subplot,NA3_LAG50,3.0,50.0,subplot,1,3,False,100.0,0.0,100.0,0.9,"Channel 3 shows a distinct pattern with a larger amplitude and different frequency compared to the others, suggesting it is the root cause. All other channels appear to follow a similar pattern, likely influenced by Channel 3.",OK
NA3_LAG50_014_overlay,NA3_LAG50,3.0,50.0,overlay,5,5,True,100.0,150.0,50.0,0.95,"Channel 5 deviates significantly from the others starting around time step 150, showing a different pattern. Other channels maintain their normal sinusoidal pattern.",OK
NA3_LAG50_014_subplot,NA3_LAG50,3.0,50.0,subplot,5,2,False,100.0,0.0,100.0,0.9,"Channel 2 shows increased noise throughout the entire time period, suggesting it is the root cause. Channels 1, 4, and 6 exhibit similar noise patterns, indicating they are affected. Channels 3 and 5 maintain a smooth sinusoidal pattern, remaining unaffected.",OK
NA3_LAG50_015_overlay,NA3_LAG50,3.0,50.0,overlay,3,3,True,100.0,200.0,100.0,0.95,"Channel 3 deviates significantly from the others starting around time step 200, suggesting it as the root cause. Channels 5 and 6 also show deviations, likely as a consequence. Channels 1, 2, and 4 remain consistent with their previous patterns.",OK
NA3_LAG50_015_subplot,NA3_LAG50,3.0,50.0,subplot,3,none,False,100.0,,,0.95,All channels exhibit normal sinusoidal patterns without any visible anomalies or deviations.,OK
NA3_LAG50_016_overlay,NA3_LAG50,3.0,50.0,overlay,5,5,True,100.0,150.0,50.0,0.95,"Channel 5 deviates from the sinusoidal pattern around time step 150, while others maintain their patterns.",OK
NA3_LAG50_016_subplot,NA3_LAG50,3.0,50.0,subplot,5,4,False,100.0,150.0,50.0,0.95,"Channel 4 shows a clear deviation from its sinusoidal pattern starting around time step 150, becoming flat. Channel 5 also shows a change in pattern, likely influenced by Channel 4. Other channels maintain their patterns.",OK
NA3_LAG50_017_overlay,NA3_LAG50,3.0,50.0,overlay,1,1,True,100.0,200.0,100.0,0.95,"Channel 1 deviates significantly from the others starting around time step 200, suggesting it as the root cause. Channels 2 and 5 also show deviations, indicating they are affected. Channels 3, 4, and 6 remain consistent with their previous patterns.",OK
NA3_LAG50_017_subplot,NA3_LAG50,3.0,50.0,subplot,1,none,False,100.0,,,0.95,All channels exhibit normal sinusoidal patterns without any visible anomalies or deviations.,OK
NA3_LAG50_018_overlay,NA3_LAG50,3.0,50.0,overlay,6,4,False,100.0,200.0,100.0,0.95,"Channel 4 deviates significantly from the others starting around time step 200, while the other channels maintain a consistent pattern.",OK
NA3_LAG50_018_subplot,NA3_LAG50,3.0,50.0,subplot,6,4,False,100.0,0.0,100.0,0.85,"Channel 4 shows a distinct pattern with a higher amplitude and different baseline compared to the others, suggesting it is the root cause. Channels 1, 3, 5, and 6 show similar deviations, while Channel 2 maintains a consistent pattern.",OK
NA3_LAG50_019_overlay,NA3_LAG50,3.0,50.0,overlay,1,1,True,100.0,200.0,100.0,0.95,"Channel 1 deviates significantly from the others starting around time step 200, leading to subsequent deviations in all other channels.",OK
NA3_LAG50_019_subplot,NA3_LAG50,3.0,50.0,subplot,1,none,False,100.0,,,0.95,All channels display a consistent sinusoidal pattern with no visible anomalies or deviations from their expected behavior.,OK
NA3_LAG50_020_overlay,NA3_LAG50,3.0,50.0,overlay,5,4,False,100.0,150.0,50.0,0.95,"Channel 4 deviates from its sinusoidal pattern around time step 150, becoming flat. Channels 2, 3, and 5 show changes in their patterns after this point, indicating influence. Channels 1 and 6 maintain their sinusoidal patterns.",OK
NA3_LAG50_020_subplot,NA3_LAG50,3.0,50.0,subplot,5,none,False,100.0,,,0.95,All channels exhibit a consistent sinusoidal pattern without any noticeable anomalies or deviations from their expected behavior.,OK
NA3_LAG50_021_overlay,NA3_LAG50,3.0,50.0,overlay,3,3,True,100.0,150.0,50.0,0.95,"Channel 3 shows a clear deviation from the sinusoidal pattern starting around time step 150, which is followed by similar deviations in other channels. This suggests channel 3 is the root cause.",OK
NA3_LAG50_021_subplot,NA3_LAG50,3.0,50.0,subplot,3,4,False,100.0,200.0,100.0,0.85,"Channel 4 shows a clear deviation from its pattern starting around time step 200, which is followed by changes in channels 2, 3, and 5. Channels 1 and 6 maintain their regular patterns.",OK
NA3_LAG50_022_overlay,NA3_LAG50,3.0,50.0,overlay,4,5,False,100.0,150.0,50.0,0.95,"Channel 5 deviates from the sinusoidal pattern around time step 150, while other channels maintain their patterns. This suggests channel 5 is the root cause and the only affected channel.",OK
NA3_LAG50_022_subplot,NA3_LAG50,3.0,50.0,subplot,4,none,False,100.0,,,0.95,All channels exhibit a consistent sinusoidal pattern without any visible anomalies or deviations.,OK
NA3_LAG50_023_overlay,NA3_LAG50,3.0,50.0,overlay,3,3,True,100.0,150.0,50.0,0.95,"Channel 3 deviates significantly from the others around time step 150, showing a distinct pattern. The other channels appear to follow a similar pattern, suggesting they are influenced by channel 3.",OK
NA3_LAG50_023_subplot,NA3_LAG50,3.0,50.0,subplot,3,4,False,100.0,150.0,50.0,0.95,"Channel 4 shows a clear deviation from its pattern starting around time step 150, which is followed by changes in channels 2, 3, and 6. Channels 1 and 5 maintain their regular patterns.",OK
NA3_LAG50_024_overlay,NA3_LAG50,3.0,50.0,overlay,6,,,100.0,,,,invalid_or_missing_affected_channels,PARSE_ERROR
NA3_LAG50_024_subplot,NA3_LAG50,3.0,50.0,subplot,6,none,False,100.0,,,0.95,All channels exhibit similar sinusoidal patterns with no clear anomalies or deviations from their expected behavior.,OK
NA3_LAG50_025_overlay,NA3_LAG50,3.0,50.0,overlay,2,2,True,100.0,150.0,50.0,0.95,"Channel 2 deviates significantly from the others starting around time step 150, leading to subsequent deviations in channels 3, 4, 5, and 6. Channel 1 remains unaffected, maintaining its pattern.",OK
NA3_LAG50_025_subplot,NA3_LAG50,3.0,50.0,subplot,2,none,False,100.0,,,0.95,All channels exhibit consistent sinusoidal patterns without any visible anomalies or deviations. There is no indication of a root cause or affected channels.,OK
NA3_LAG50_026_overlay,NA3_LAG50,3.0,50.0,overlay,4,4,True,100.0,0.0,100.0,0.95,"Channel 4 deviates from the sinusoidal pattern seen in the other channels, maintaining a flat line throughout. This suggests it is the root cause of the anomaly. Other channels remain unaffected and follow the expected pattern.",OK
NA3_LAG50_026_subplot,NA3_LAG50,3.0,50.0,subplot,4,4,True,100.0,100.0,0.0,0.95,"Channel 4 shows a clear deviation from its sinusoidal pattern starting around time step 100, which is followed by changes in channels 1 and 5. Channels 2, 3, and 6 maintain their patterns.",OK
NA3_LAG50_027_overlay,NA3_LAG50,3.0,50.0,overlay,3,5,False,100.0,150.0,50.0,0.9,"Channel 5 shows a distinct deviation from the others starting around time step 150, suggesting it as the root cause. Channels 1, 2, and 4 show subsequent changes, while channels 3 and 6 maintain their patterns.",OK
NA3_LAG50_027_subplot,NA3_LAG50,3.0,50.0,subplot,3,5,False,100.0,0.0,100.0,0.85,"Channel 5 shows a distinct pattern with a different amplitude and frequency from the start, suggesting it as the root cause. Channels 1, 2, 4, and 6 show similar deviations, while Channel 3 maintains a consistent pattern.",OK
NA3_LAG50_028_overlay,NA3_LAG50,3.0,50.0,overlay,3,3,True,100.0,200.0,100.0,0.95,"Channel 3 deviates significantly from the others starting around time step 200, suggesting it is the root cause. The other channels follow a similar pattern, indicating they are affected.",OK
NA3_LAG50_028_subplot,NA3_LAG50,3.0,50.0,subplot,3,none,False,100.0,,,0.95,All channels display a consistent sinusoidal pattern with no visible anomalies or deviations from their normal behavior.,OK
NA3_LAG50_029_overlay,NA3_LAG50,3.0,50.0,overlay,2,2,True,100.0,150.0,50.0,0.95,"Channel 2 deviates from the sinusoidal pattern around time step 150, maintaining a flat trend. Other channels show altered patterns after this point, indicating they are affected.",OK
NA3_LAG50_029_subplot,NA3_LAG50,3.0,50.0,subplot,2,2,True,100.0,100.0,0.0,0.85,"Channel 2 shows a deviation from its pattern starting around time step 100, with increased noise. Channels 1 and 5 also show changes in their patterns, likely influenced by Channel 2. Channels 3, 4, and 6 maintain their periodic patterns.",OK
NA4_LAG10_000_overlay,NA4_LAG10,4.0,10.0,overlay,4,5,False,100.0,150.0,50.0,0.95,"Channel 5 deviates from the sinusoidal pattern around time step 150, influencing channels 1, 2, 4, and 6. Channel 3 remains unaffected, maintaining its pattern.",OK
NA4_LAG10_000_subplot,NA4_LAG10,4.0,10.0,subplot,4,1,False,100.0,100.0,0.0,0.95,"Channel 1 shows a sharp drop at time step 100, which is not present in other channels initially. Channels 2, 3, 4, and 5 show deviations from their patterns after this point, suggesting they are affected. Channel 6 remains consistent throughout.",OK
NA4_LAG10_001_overlay,NA4_LAG10,4.0,10.0,overlay,5,2,False,100.0,150.0,50.0,0.95,"Channel 2 deviates from the sinusoidal pattern around time step 150, influencing channels 3, 4, 5, and 6. Channel 1 remains unaffected, maintaining its pattern.",OK
NA4_LAG10_001_subplot,NA4_LAG10,4.0,10.0,subplot,5,1,False,100.0,0.0,100.0,0.85,"Channel 1 shows a deviation from a sinusoidal pattern starting at the beginning, which appears to influence channels 3, 4, and 6. Channels 2 and 5 maintain their sinusoidal patterns, indicating they are unaffected.",OK
