case_id,scenario,n_affected,lag,true_root,pred_root,root_correct,true_onset,pred_onset,onset_abs_error,model_confidence,model_reason,parse_status
NA4_LAG10_001,NA4_LAG10,4.0,10.0,5,5,True,100.0,100.0,0.0,0.85,"Channel 5 shows the earliest anomaly onset at step 100 with a breakdown type C4, which matches the breakdown type of channels 3, 4, and 6 that become anomalous at step 110. Channel 1 has a different breakdown type (C2), and channel 2 shows no anomaly.",OK
NA4_LAG10_002,NA4_LAG10,4.0,10.0,1,1,True,100.0,100.0,0.0,0.95,"Channel 1 is the first to show an anomaly at step 100 with a high intensity, followed by other channels at step 110.",OK
NA4_LAG10_003,NA4_LAG10,4.0,10.0,2,2,True,100.0,100.0,0.0,0.85,"Channel 2 shows the earliest anomaly onset with the same breakdown type and intensity as Channel 1, suggesting it as the root cause. Channels 4, 5, and 6 show anomalies at the same time as Channel 1, likely as a consequence.",OK
NA4_LAG10_004,NA4_LAG10,4.0,10.0,5,5,True,100.0,100.0,0.0,0.85,"Channel 5 shows the earliest anomaly onset at step 100 with a breakdown type C3, which matches the breakdown type of other channels that become anomalous at step 110, suggesting a propagation from channel 5.",OK
NA4_LAG10_005,NA4_LAG10,4.0,10.0,5,5,True,100.0,100.0,0.0,0.85,"Channel 5 has the earliest anomaly onset and highest intensity, suggesting it as the root cause. Channels 1, 2, 3, and 4 have a later onset and lower intensity, indicating they are affected by Channel 5. Channel 6 shows no anomaly.",OK
NA4_LAG10_006,NA4_LAG10,4.0,10.0,5,5,True,100.0,100.0,0.0,0.85,"Channel 5 shows the earliest anomaly onset at step 100 with a high intensity, suggesting it as the root cause. Other channels show anomalies at step 110, likely as a consequence.",OK
NA4_LAG10_007,NA4_LAG10,4.0,10.0,1,1,True,100.0,100.0,0.0,0.95,"Channel 1 is the first to show an anomaly at step 100, followed by others at step 110.",OK
NA4_LAG10_008,NA4_LAG10,4.0,10.0,1,1,True,100.0,100.0,0.0,0.85,"Channel 1 has the earliest anomaly onset and highest intensity, suggesting it as the root cause. Channels 2 and 4 share the same breakdown type and onset shortly after, indicating they are affected. Channels 3 and 6 have different breakdown types, and Channel 5 shows no anomaly.",OK
NA4_LAG10_009,NA4_LAG10,4.0,10.0,4,4,True,100.0,100.0,0.0,0.85,"Channel 4 shows the earliest anomaly onset at step 100, with other channels showing anomalies at step 110, suggesting they are affected by Channel 4.",OK
NA4_LAG10_010,NA4_LAG10,4.0,10.0,3,3,True,100.0,100.0,0.0,0.85,"Channel 3 is the first to show an anomaly at step 100, followed by other channels at step 110.",OK
NA4_LAG10_011,NA4_LAG10,4.0,10.0,5,5,True,100.0,100.0,0.0,0.85,"Channel 5 shows an anomaly earlier than others, potentially triggering subsequent anomalies in channels 1, 2, 3, and 4.",OK
NA4_LAG10_012,NA4_LAG10,4.0,10.0,3,3,True,100.0,100.0,0.0,0.85,"Channel 3 has the earliest anomaly onset with the highest intensity, suggesting it as the root cause. Other channels show anomalies at or after this onset.",OK
NA4_LAG10_013,NA4_LAG10,4.0,10.0,6,6,True,100.0,100.0,0.0,0.95,"Channel 6 has the earliest anomaly onset and highest intensity, suggesting it is the root cause. Other channels show anomalies at a later time with similar breakdown types and intensities, indicating they are affected by Channel 6.",OK
NA4_LAG10_014,NA4_LAG10,4.0,10.0,2,2,True,100.0,100.0,0.0,0.85,"Channel 2 has the earliest anomaly onset with the highest intensity, suggesting it as the root cause. Channels 1, 4, and 6 share the same breakdown type and onset time, indicating they are affected. Channel 5 has a different breakdown type, and Channel 3 shows no anomaly.",OK
NA4_LAG10_015,NA4_LAG10,4.0,10.0,1,1,True,100.0,100.0,0.0,0.85,"Channel 1 is the first to show an anomaly at step 100, followed by others at step 110.",OK
NA4_LAG10_016,NA4_LAG10,4.0,10.0,2,2,True,100.0,100.0,0.0,0.85,"Channel 2 has the earliest anomaly onset and highest intensity, suggesting it as the root cause. Channels 1, 3, 5, and 6 show anomalies shortly after, indicating they are affected. Channel 4 shows no anomaly.",OK
NA4_LAG10_017,NA4_LAG10,4.0,10.0,6,6,True,100.0,100.0,0.0,0.85,"Channel 6 shows the earliest anomaly onset at step 100, with a high intensity, suggesting it as the root cause. Other channels show anomalies starting at step 110, likely as a consequence.",OK
NA4_LAG10_018,NA4_LAG10,4.0,10.0,5,5,True,100.0,100.0,0.0,0.95,"Channel 5 has the earliest anomaly onset and highest intensity, suggesting it is the root cause. Channels 1, 2, and 3 have the same breakdown type and onset shortly after, indicating they are affected. Channel 6 has a different breakdown type, and Channel 4 shows no anomaly.",OK
NA4_LAG10_019,NA4_LAG10,4.0,10.0,5,5,True,100.0,100.0,0.0,0.85,"Channel 5 has the earliest anomaly onset at step 100, potentially triggering subsequent anomalies in channels 1-4 at step 110.",OK
NA4_LAG10_020,NA4_LAG10,4.0,10.0,2,2,True,100.0,100.0,0.0,0.85,"Channel 2 has the earliest anomaly onset and shares breakdown type C4 with Channels 4 and 5, which have delayed and weaker responses. Channel 1 has a different breakdown type but starts shortly after, suggesting a possible secondary effect. Channel 6 has a different breakdown type and onset time, indicating it is unrelated.",OK
NA4_LAG10_021,NA4_LAG10,4.0,10.0,1,1,True,100.0,100.0,0.0,0.85,"Channel 1 is the first to show an anomaly at step 100 with the highest intensity, suggesting it as the root cause. Channels 2, 3, 5, and 6 show anomalies at step 110, likely as a consequence.",OK
NA4_LAG10_022,NA4_LAG10,4.0,10.0,5,5,True,100.0,100.0,0.0,0.95,"Channel 5 shows the earliest anomaly onset with high intensity, suggesting it as the root cause. Channels 1, 2, 3, and 4 show anomalies starting at step 110, likely as a consequence. Channel 6 shows no anomaly.",OK
NA4_LAG10_023,NA4_LAG10,4.0,10.0,4,4,True,100.0,100.0,0.0,0.95,"Channel 4 has the earliest anomaly onset and highest intensity, suggesting it as the root cause. Other channels show anomalies at a later time with lower intensity.",OK
NA4_LAG10_024,NA4_LAG10,4.0,10.0,5,5,True,100.0,100.0,0.0,0.95,"Channel 5 has the earliest anomaly onset and highest intensity, suggesting it is the root cause. Other channels show anomalies at a later time with similar breakdown types and lower intensity.",OK
NA4_LAG10_025,NA4_LAG10,4.0,10.0,3,3,True,100.0,100.0,0.0,0.85,"Channel 3 shows the earliest anomaly onset at step 100, with other channels showing anomalies at step 110, suggesting a propagation from Channel 3.",OK
NA4_LAG10_026,NA4_LAG10,4.0,10.0,2,2,True,100.0,100.0,0.0,0.85,"Channel 2 has the earliest anomaly onset and highest intensity, suggesting it as the root cause. Channels 4 and 5 share the same breakdown type and onset time, indicating they are affected. Channels 1, 3, and 6 have different breakdown types or no anomaly.",OK
NA4_LAG10_027,NA4_LAG10,4.0,10.0,5,5,True,100.0,100.0,0.0,0.95,"Channel 5 has the earliest anomaly onset and highest intensity, suggesting it is the root cause. Other channels show anomalies at a later time with similar breakdown types and intensities.",OK
NA4_LAG10_028,NA4_LAG10,4.0,10.0,4,4,True,100.0,100.0,0.0,0.85,Channel 4 is the first to show an anomaly at step 100 with the same breakdown type C4 as most other channels.,OK
NA4_LAG10_029,NA4_LAG10,4.0,10.0,1,1,True,100.0,100.0,0.0,0.95,"Channel 1 has the earliest anomaly onset and highest intensity, suggesting it is the root cause. Channels 2, 4, 5, and 6 have simultaneous anomalies with lower intensity, indicating they are affected.",OK
NA4_LAG50_000,NA4_LAG50,4.0,50.0,3,3,True,100.0,100.0,0.0,0.85,"Channel 3 has the earliest anomaly onset and highest intensity, suggesting it as the root cause. Other channels show anomalies at a later time with similar breakdown types.",OK
NA4_LAG50_001,NA4_LAG50,4.0,50.0,4,4,True,100.0,100.0,0.0,0.85,"Channel 4 is the first to show an anomaly at step 100, potentially causing subsequent anomalies in other channels at step 150.",OK
NA4_LAG50_002,NA4_LAG50,4.0,50.0,4,4,True,100.0,100.0,0.0,0.85,"Channel 4 shows the earliest anomaly onset at step 100 with a high intensity, suggesting it as the root cause. Other channels show anomalies starting at step 150, likely as a consequence.",OK
NA4_LAG50_003,NA4_LAG50,4.0,50.0,4,4,True,100.0,100.0,0.0,0.85,"Channel 4 shows the earliest anomaly onset at step 100, potentially triggering subsequent anomalies in other channels at step 150.",OK
NA4_LAG50_004,NA4_LAG50,4.0,50.0,4,4,True,100.0,100.0,0.0,0.85,"Channel 4 shows the earliest anomaly onset at step 100 with a strong intensity, suggesting it as the root cause. Channels 1, 2, 3, and 5 show anomalies at step 150, likely as a consequence. Channel 6 shows no anomaly.",OK
NA4_LAG50_005,NA4_LAG50,4.0,50.0,5,5,True,100.0,100.0,0.0,0.95,"Channel 5 shows an earlier anomaly onset at step 100, while others start at step 150, indicating it as the root cause.",OK
NA4_LAG50_006,NA4_LAG50,4.0,50.0,2,2,True,100.0,100.0,0.0,0.85,"Channel 2 has the earliest anomaly onset and highest intensity, suggesting it as the root cause. Other channels show anomalies at a later time with varying intensities.",OK
NA4_LAG50_007,NA4_LAG50,4.0,50.0,1,1,True,100.0,100.0,0.0,0.95,"Channel 1 is the first to show an anomaly at step 100, with other channels showing anomalies at step 150, suggesting a propagation from Channel 1.",OK
NA4_LAG50_008,NA4_LAG50,4.0,50.0,3,3,True,100.0,100.0,0.0,0.85,"Channel 3 shows the earliest onset of the C4 anomaly type with full intensity, suggesting it as the root cause. Channels 1, 2, and 4 show the same breakdown type at a later time, indicating they are affected. Channel 5 has a different breakdown type, and Channel 6 shows no anomaly.",OK
NA4_LAG50_009,NA4_LAG50,4.0,50.0,5,5,True,100.0,100.0,0.0,0.85,"Channel 5 shows the earliest anomaly onset at step 100, potentially causing subsequent anomalies in channels 2, 3, and 4 at step 150. Channel 6 has a different breakdown type, suggesting it is unrelated.",OK
NA4_LAG50_010,NA4_LAG50,4.0,50.0,3,3,True,100.0,100.0,0.0,0.85,"Channel 3 shows the earliest anomaly onset at step 100 with breakdown type C5, which matches the breakdown type of other affected channels.",OK
NA4_LAG50_011,NA4_LAG50,4.0,50.0,5,5,True,100.0,100.0,0.0,0.85,"Channel 5 shows the earliest anomaly onset at step 100 with high intensity, suggesting it as the root cause. Channels 1, 2, 3, and 4 become anomalous at step 150, likely as a consequence. Channel 6 shows no anomaly.",OK
NA4_LAG50_012,NA4_LAG50,4.0,50.0,6,6,True,100.0,100.0,0.0,0.85,"Channel 6 shows the earliest anomaly onset at step 100, with a high intensity, suggesting it as the root cause. Other channels show anomalies starting at step 150, likely as a consequence.",OK
NA4_LAG50_013,NA4_LAG50,4.0,50.0,2,2,True,100.0,100.0,0.0,0.85,Channel 2 anomaly occurs first and shares breakdown type and intensity with other channels.,OK
NA4_LAG50_014,NA4_LAG50,4.0,50.0,5,5,True,100.0,100.0,0.0,0.95,"Channel 5 shows the earliest anomaly onset at step 100 with a high intensity, suggesting it as the root cause. Channels 1, 2, 3, and 4 show anomalies starting at step 150, likely as a consequence. Channel 6 shows no anomaly.",OK
NA4_LAG50_015,NA4_LAG50,4.0,50.0,4,4,True,100.0,100.0,0.0,0.85,"Channel 4 shows the earliest onset of anomaly with the same breakdown type C1 as channels 1, 3, and 5, suggesting it as the root cause. Channel 6 has a different breakdown type, and Channel 2 shows no anomaly.",OK
NA4_LAG50_016,NA4_LAG50,4.0,50.0,5,5,True,100.0,100.0,0.0,0.85,"Channel 5 shows the earliest anomaly onset at step 100 with high intensity, suggesting it as the root cause. Channels 1, 2, 3, and 6 show anomalies at step 150, likely as a consequence. Channel 4 shows no anomaly.",OK
NA4_LAG50_017,NA4_LAG50,4.0,50.0,5,5,True,100.0,100.0,0.0,0.85,"Channel 5 shows the earliest anomaly onset at step 100 with a high intensity, suggesting it as the root cause. Channels 1, 2, 3, and 6 show anomalies at step 150, likely as a consequence. Channel 4 shows no anomaly.",OK
NA4_LAG50_018,NA4_LAG50,4.0,50.0,2,2,True,100.0,100.0,0.0,0.85,"Channel 2 is the first to show an anomaly at step 100, while others follow at step 150, suggesting it as the root cause. Channels 5 and 6 have lower intensity, indicating a weaker reaction.",OK
NA4_LAG50_019,NA4_LAG50,4.0,50.0,4,4,True,100.0,100.0,0.0,0.85,"Channel 4 shows the earliest anomaly onset at step 100 with a high intensity, suggesting it as the root cause. Other channels show anomalies starting at step 150, likely as a consequence.",OK
NA4_LAG50_020,NA4_LAG50,4.0,50.0,4,4,True,100.0,100.0,0.0,0.85,"Channel 4 shows the earliest anomaly onset at step 100 with a high intensity, suggesting it as the root cause. Channels 1, 2, 3, and 6 show anomalies at step 150, likely as a consequence. Channel 5 shows no anomaly.",OK
NA4_LAG50_021,NA4_LAG50,4.0,50.0,3,3,True,100.0,100.0,0.0,0.85,"Channel 3 shows the earliest anomaly onset at step 100, with other channels showing anomalies at step 150, suggesting a propagation from Channel 3.",OK
NA4_LAG50_022,NA4_LAG50,4.0,50.0,5,5,True,100.0,100.0,0.0,0.85,"Channel 5 shows the earliest anomaly onset at step 100 with breakdown type C5, which is also present in channels 4 and 6 at step 150, suggesting a propagation of the anomaly.",OK
NA4_LAG50_023,NA4_LAG50,4.0,50.0,1,1,True,100.0,100.0,0.0,0.95,"Channel 1 is the first to show an anomaly at step 100, with other channels showing anomalies at step 150.",OK
NA4_LAG50_024,NA4_LAG50,4.0,50.0,5,5,True,100.0,100.0,0.0,0.95,"Channel 5 shows the earliest anomaly onset at step 100, with the same breakdown type as other channels that become anomalous at step 150.",OK
NA4_LAG50_025,NA4_LAG50,4.0,50.0,1,1,True,100.0,100.0,0.0,0.95,"Channel 1 is the first to show an anomaly at step 100, followed by other channels at step 150, suggesting it as the root cause.",OK
NA4_LAG50_026,NA4_LAG50,4.0,50.0,3,3,True,100.0,100.0,0.0,0.85,"Channel 3 is the first to show an anomaly at step 100, followed by others at step 150.",OK
NA4_LAG50_027,NA4_LAG50,4.0,50.0,5,5,True,100.0,100.0,0.0,0.85,"Channel 5 shows the earliest anomaly onset at step 100 with breakdown type C3, which matches the breakdown type of other channels that become anomalous at step 150.",OK
NA4_LAG50_028,NA4_LAG50,4.0,50.0,5,5,True,100.0,100.0,0.0,0.95,"Channel 5 shows the earliest anomaly onset at step 100 with high intensity, suggesting it as the root cause. Other channels show anomalies starting at step 150, likely as a consequence.",OK
NA4_LAG50_029,NA4_LAG50,4.0,50.0,4,4,True,100.0,100.0,0.0,0.85,"Channel 4 shows an early and intense anomaly at step 100, likely causing subsequent anomalies in other channels.",OK
NA5_LAG10_000,NA5_LAG10,5.0,10.0,5,5,True,100.0,100.0,0.0,0.95,"Channel 5 shows an earlier anomaly onset at step 100 compared to others at step 110, indicating it as the root cause. All other channels show anomalies at step 110, likely as a consequence.",OK
NA5_LAG10_001,NA5_LAG10,5.0,10.0,5,5,True,100.0,100.0,0.0,0.85,"Channel 5 shows the earliest anomaly onset at step 100 with high intensity, suggesting it as the root cause. Other channels show anomalies starting at step 110, likely as a consequence.",OK
NA5_LAG10_002,NA5_LAG10,5.0,10.0,6,6,True,100.0,100.0,0.0,0.85,"Channel 6 shows the earliest anomaly onset at step 100, with all other channels showing anomalies at step 110. The breakdown type C1 is common among most channels, suggesting a propagation from Channel 6.",OK
NA5_LAG10_003,NA5_LAG10,5.0,10.0,6,6,True,100.0,100.0,0.0,0.95,"Channel 6 shows an anomaly onset earlier than others, suggesting it as the root cause. All other channels show anomalies at the same later time, indicating they are affected.",OK
NA5_LAG10_004,NA5_LAG10,5.0,10.0,5,5,True,100.0,100.0,0.0,0.85,"Channel 5 shows the earliest anomaly onset at step 100 with a high intensity, suggesting it as the root cause. Channels 2, 3, and 4 share the same breakdown type and become anomalous at step 110, indicating they are affected. Channels 1 and 6 have different breakdown types and intensities, suggesting they are unrelated.",OK
NA5_LAG10_005,NA5_LAG10,5.0,10.0,3,3,True,100.0,100.0,0.0,0.95,"Channel 3 shows the earliest anomaly onset at step 100 with maximum intensity, suggesting it as the root cause. Other channels show anomalies starting at step 110, likely as a consequence.",OK
NA5_LAG10_006,NA5_LAG10,5.0,10.0,1,1,True,100.0,100.0,0.0,0.95,"Channel 1 is the first to show an anomaly at step 100, followed by others at step 110.",OK
NA5_LAG10_007,NA5_LAG10,5.0,10.0,1,1,True,100.0,100.0,0.0,0.95,"Channel 1 is the first to show an anomaly at step 100, followed by others at step 110.",OK
NA5_LAG10_008,NA5_LAG10,5.0,10.0,1,1,True,100.0,100.0,0.0,0.95,"Channel 1 is the first to show an anomaly at step 100 with a unique breakdown type and intensity, followed by other channels at step 110.",OK
NA5_LAG10_009,NA5_LAG10,5.0,10.0,5,5,True,100.0,100.0,0.0,0.85,"Channel 5 shows the earliest anomaly onset at step 100, potentially triggering subsequent anomalies in other channels at step 110.",OK
NA5_LAG10_010,NA5_LAG10,5.0,10.0,4,4,True,100.0,100.0,0.0,0.95,"Channel 4 shows an anomaly onset earlier than others, suggesting it as the root cause. All other channels show anomalies at the same later time step.",OK
NA5_LAG10_011,NA5_LAG10,5.0,10.0,3,3,True,100.0,100.0,0.0,0.95,"Channel 3 shows the earliest anomaly onset at step 100, with maximum intensity, suggesting it as the root cause. All other channels show anomalies starting at step 110, likely as a consequence.",OK
NA5_LAG10_012,NA5_LAG10,5.0,10.0,1,1,True,100.0,100.0,0.0,0.95,"Channel 1 is the first to show an anomaly at step 100, followed by others at step 110.",OK
NA5_LAG10_013,NA5_LAG10,5.0,10.0,2,2,True,100.0,100.0,0.0,0.95,"Channel 2 is the first to show an anomaly at step 100, followed by others at step 110.",OK
NA5_LAG10_014,NA5_LAG10,5.0,10.0,3,3,True,100.0,100.0,0.0,0.95,"Channel 3 shows the earliest anomaly onset at step 100 with high intensity, suggesting it as the root cause. All other channels show anomalies starting at step 110, indicating they are affected by Channel 3.",OK
NA5_LAG10_015,NA5_LAG10,5.0,10.0,2,2,True,100.0,100.0,0.0,0.95,"Channel 2 has the earliest anomaly onset and highest intensity, suggesting it as the root cause. Other channels show anomalies at or after this time with lower intensity.",OK
NA5_LAG10_016,NA5_LAG10,5.0,10.0,1,1,True,100.0,100.0,0.0,0.95,"Channel 1 shows the earliest anomaly onset and highest intensity, suggesting it as the root cause. Other channels show anomalies at a later time with lower intensity.",OK
NA5_LAG10_017,NA5_LAG10,5.0,10.0,6,6,True,100.0,100.0,0.0,0.95,"Channel 6 shows the earliest anomaly onset at step 100, with a high intensity of 1.0, suggesting it as the root cause. All other channels show anomalies starting at step 110, likely as a consequence.",OK
NA5_LAG10_018,NA5_LAG10,5.0,10.0,5,5,True,100.0,100.0,0.0,0.85,"Channel 5 shows an earlier anomaly onset at step 100 with high intensity, suggesting it as the root cause. Other channels show anomalies at step 110, likely as a consequence.",OK
NA5_LAG10_019,NA5_LAG10,5.0,10.0,3,3,True,100.0,100.0,0.0,0.85,"Channel 3 has the earliest anomaly onset and highest intensity, suggesting it as the root cause. Channels 4 and 5 share the same breakdown type and onset time, indicating they are affected. Channels 1, 2, and 6 have a different breakdown type, suggesting they are unrelated.",OK
NA5_LAG10_020,NA5_LAG10,5.0,10.0,3,3,True,100.0,100.0,0.0,0.95,"Channel 3 has the earliest anomaly onset and highest intensity, suggesting it is the root cause. Other channels show anomalies at or after step 110, likely as a consequence.",OK
NA5_LAG10_021,NA5_LAG10,5.0,10.0,1,1,True,100.0,100.0,0.0,0.95,"Channel 1 is the only channel with an earlier anomaly onset at step 100, while all others start at step 110.",OK
NA5_LAG10_022,NA5_LAG10,5.0,10.0,5,5,True,100.0,100.0,0.0,0.95,"Channel 5 has the earliest anomaly onset and highest intensity, suggesting it is the root cause. All other channels show anomalies at a later time with lower intensity.",OK
NA5_LAG10_023,NA5_LAG10,5.0,10.0,3,3,True,100.0,100.0,0.0,0.95,"Channel 3 has the earliest onset and highest intensity, suggesting it is the root cause. Channels 1, 2, and 4 have the same breakdown type and onset after Channel 3, indicating they are affected. Channels 5 and 6 have different breakdown types, suggesting they are unrelated.",OK
NA5_LAG10_024,NA5_LAG10,5.0,10.0,2,2,True,100.0,100.0,0.0,0.85,"Channel 2 has the earliest anomaly onset and highest intensity, suggesting it as the root cause. Channels 3, 5, and 6 share the same breakdown type and onset shortly after, indicating they are affected. Channels 1 and 4 have different breakdown types and lower intensity, suggesting they are unrelated.",OK
NA5_LAG10_025,NA5_LAG10,5.0,10.0,5,5,True,100.0,100.0,0.0,0.95,"Channel 5 shows an earlier onset and higher intensity, suggesting it as the root cause. Other channels show a simultaneous onset at a later time with lower intensity.",OK
NA5_LAG10_026,NA5_LAG10,5.0,10.0,3,3,True,100.0,100.0,0.0,0.95,"Channel 3 shows the earliest anomaly onset, suggesting it is the root cause. All other channels have the same breakdown type and onset shortly after.",OK
NA5_LAG10_027,NA5_LAG10,5.0,10.0,4,4,True,100.0,100.0,0.0,0.95,"Channel 4 has the earliest anomaly onset and highest intensity, suggesting it is the root cause. Other channels show anomalies at a later time with lower intensity.",OK
NA5_LAG10_028,NA5_LAG10,5.0,10.0,1,1,True,100.0,100.0,0.0,0.95,"Channel 1 is the first to show an anomaly at step 100, followed by others at step 110.",OK
NA5_LAG10_029,NA5_LAG10,5.0,10.0,6,6,True,100.0,100.0,0.0,0.95,"Channel 6 shows the earliest anomaly onset at step 100 with a high intensity, suggesting it as the root cause. All other channels show anomalies starting at step 110, likely as a consequence.",OK
NA5_LAG50_000,NA5_LAG50,5.0,50.0,4,4,True,100.0,100.0,0.0,0.95,"Channel 4 shows an anomaly onset earlier than others, suggesting it as the root cause. All other channels show anomalies at step 150, likely as a consequence.",OK
NA5_LAG50_001,NA5_LAG50,5.0,50.0,2,2,True,100.0,100.0,0.0,0.85,"Channel 2 is the first to show an anomaly at step 100, with other channels showing anomalies at step 150, likely as a consequence.",OK
NA5_LAG50_002,NA5_LAG50,5.0,50.0,4,4,True,100.0,100.0,0.0,0.9,"Channel 4 shows the earliest anomaly onset at step 100 with high intensity, suggesting it as the root cause. All other channels show anomalies starting at step 150, likely as a consequence.",OK
NA5_LAG50_003,NA5_LAG50,5.0,50.0,4,4,True,100.0,100.0,0.0,0.95,"Channel 4 shows an anomaly onset earlier than others with maximum intensity, suggesting it as the root cause.",OK
NA5_LAG50_004,NA5_LAG50,5.0,50.0,5,5,True,100.0,100.0,0.0,0.95,"Channel 5 shows an anomaly earlier than others with the same breakdown type and intensity, suggesting it as the root cause.",OK
NA5_LAG50_005,NA5_LAG50,5.0,50.0,1,1,True,100.0,100.0,0.0,0.95,"Channel 1 is the first to show an anomaly at step 100, with other channels showing anomalies at step 150, suggesting they are affected by Channel 1.",OK
NA5_LAG50_006,NA5_LAG50,5.0,50.0,5,5,True,100.0,100.0,0.0,0.95,"Channel 5 shows an anomaly onset earlier than others, suggesting it as the root cause. All other channels show anomalies starting at step 150, likely as a consequence.",OK
NA5_LAG50_007,NA5_LAG50,5.0,50.0,5,5,True,100.0,100.0,0.0,0.85,"Channel 5 shows the earliest anomaly onset at step 100 with a high intensity, suggesting it as the root cause. Channels 2 and 6 share the same breakdown type (C4) and onset time (150) as Channel 5, indicating they are affected. Channels 1, 3, and 4 have different breakdown types and onset times, suggesting they are unrelated.",OK
NA5_LAG50_008,NA5_LAG50,5.0,50.0,5,5,True,100.0,100.0,0.0,0.85,"Channel 5 shows an anomaly earlier than others at step 100, potentially causing subsequent anomalies in other channels at step 150.",OK
NA5_LAG50_009,NA5_LAG50,5.0,50.0,5,5,True,100.0,100.0,0.0,0.85,"Channel 5 shows an earlier anomaly onset at step 100 with a breakdown type C2, which matches the breakdown type of channels 3 and 4 that become anomalous at step 150. Channels 1, 2, and 6 have different breakdown types or intensities.",OK
NA5_LAG50_010,NA5_LAG50,5.0,50.0,1,1,True,100.0,100.0,0.0,0.95,"Channel 1 is the only channel with an anomaly onset before others, suggesting it as the root cause. All other channels show anomalies starting at step 150, likely as a consequence.",OK
NA5_LAG50_011,NA5_LAG50,5.0,50.0,4,4,True,100.0,100.0,0.0,0.95,"Channel 4 shows the earliest anomaly onset at step 100 with high intensity, suggesting it as the root cause. All other channels show anomalies starting at step 150, likely as a consequence.",OK
NA5_LAG50_012,NA5_LAG50,5.0,50.0,1,1,True,100.0,100.0,0.0,0.95,"Channel 1 is the first to show an anomaly at step 100, with other channels showing anomalies at step 150, suggesting they are affected by Channel 1.",OK
NA5_LAG50_013,NA5_LAG50,5.0,50.0,2,2,True,100.0,100.0,0.0,0.95,"Channel 2 shows the earliest anomaly onset at step 100, with a breakdown type C5 and intensity 1.0. Other channels show anomalies at step 150, likely as a consequence.",OK
NA5_LAG50_014,NA5_LAG50,5.0,50.0,2,2,True,100.0,100.0,0.0,0.95,"Channel 2 has the earliest anomaly onset and highest intensity, suggesting it as the root cause. Other channels show anomalies at a later time or with lower intensity.",OK
NA5_LAG50_015,NA5_LAG50,5.0,50.0,3,3,True,100.0,100.0,0.0,0.95,"Channel 3 shows the earliest anomaly onset at step 100 with high intensity, suggesting it as the root cause. All other channels show anomalies starting at step 150, likely as a consequence.",OK
NA5_LAG50_016,NA5_LAG50,5.0,50.0,2,2,True,100.0,100.0,0.0,0.95,"Channel 2 has the earliest anomaly onset and highest intensity, suggesting it as the root cause. All other channels show anomalies at or after step 100.",OK
NA5_LAG50_017,NA5_LAG50,5.0,50.0,2,2,True,100.0,100.0,0.0,0.95,"Channel 2 has the earliest anomaly onset and highest intensity, suggesting it as the root cause. All other channels show anomalies at or after this onset.",OK
NA5_LAG50_018,NA5_LAG50,5.0,50.0,4,4,True,100.0,100.0,0.0,0.95,"Channel 4 shows an anomaly onset earlier than others, suggesting it as the root cause. All other channels show anomalies at step 150, likely as a consequence.",OK
NA5_LAG50_019,NA5_LAG50,5.0,50.0,5,5,True,100.0,100.0,0.0,0.85,"Channel 5 shows the earliest anomaly onset at step 100, potentially causing subsequent anomalies in channels 2, 3, and 6, which share the same breakdown type C3. Channels 1 and 4 have different breakdown types and onset times.",OK
NA5_LAG50_020,NA5_LAG50,5.0,50.0,2,2,True,100.0,100.0,0.0,0.95,"Channel 2 has the earliest anomaly onset and highest intensity, suggesting it as the root cause. Other channels show anomalies at or after this onset.",OK
NA5_LAG50_021,NA5_LAG50,5.0,50.0,1,1,True,100.0,100.0,0.0,0.95,"Channel 1 is the first to show an anomaly at step 100 with the same breakdown type C5 as channels 2, 4, and 6, which become anomalous at step 150.",OK
NA5_LAG50_022,NA5_LAG50,5.0,50.0,3,3,True,100.0,100.0,0.0,0.95,"Channel 3 shows the earliest anomaly onset at step 100, suggesting it as the root cause. All other channels show anomalies starting at step 150, likely as a consequence.",OK
NA5_LAG50_023,NA5_LAG50,5.0,50.0,3,3,True,100.0,100.0,0.0,0.95,"Channel 3 shows the earliest anomaly onset at step 100 with a high intensity, suggesting it as the root cause. All other channels show anomalies starting at step 150, likely as a consequence.",OK
NA5_LAG50_024,NA5_LAG50,5.0,50.0,4,4,True,100.0,100.0,0.0,0.95,"Channel 4 shows an anomaly earlier than others with a high intensity, suggesting it as the root cause. Other channels show anomalies at the same later time with lower intensity.",OK
NA5_LAG50_025,NA5_LAG50,5.0,50.0,3,3,True,100.0,100.0,0.0,0.85,"Channel 3 shows the earliest onset of a high-intensity anomaly with breakdown_type C5, which matches the breakdown type of other high-intensity anomalies.",OK
NA5_LAG50_026,NA5_LAG50,5.0,50.0,3,3,True,100.0,100.0,0.0,0.95,"Channel 3 shows the earliest anomaly onset at step 100 with maximum intensity, suggesting it as the root cause. All other channels show anomalies starting at step 150, likely as a consequence.",OK
NA5_LAG50_027,NA5_LAG50,5.0,50.0,1,1,True,100.0,100.0,0.0,0.95,"Channel 1 is the only channel with an anomaly onset at step 100, earlier than others, suggesting it as the root cause. All other channels show anomalies starting at step 150, indicating they are affected by the root cause.",OK
NA5_LAG50_028,NA5_LAG50,5.0,50.0,1,1,True,100.0,100.0,0.0,0.95,"Channel 1 is the only channel with an anomaly onset before others, suggesting it as the root cause. All other channels show anomalies starting at step 150, indicating they are affected by the root cause.",OK
